ADALINE,HEBB,SVM,ELM,MLP,KGAUSSA,KGAUSSH,KMLPA,KMLPH
0.6872909698996655,0.8461538461538461,0.9230769230769231,0.7307692307692308,0.8076923076923077,0.6538461538461539,0.8361204013377926,0.7307692307692308,0.8076923076923077
0.8115942028985508,0.7916666666666666,0.9148550724637681,0.8949275362318841,0.8532608695652174,0.7826086956521738,0.8496376811594203,0.8115942028985508,0.8532608695652174
0.5942028985507248,0.7246376811594204,0.9583333333333333,0.7264492753623187,0.9166666666666667,0.8043478260869565,0.786231884057971,0.8333333333333334,0.8949275362318841
0.6648550724637681,0.556159420289855,0.8532608695652174,0.644927536231884,0.7282608695652174,0.7626811594202898,0.6829710144927534,0.8097826086956521,0.644927536231884
0.7264492753623187,0.8931159420289854,0.8731884057971016,0.75,0.8115942028985508,0.5,0.5144927536231885,0.8079710144927535,0.8333333333333334
0.7465034965034966,0.701048951048951,0.9230769230769231,0.7307692307692308,0.8076923076923077,0.8024475524475524,0.6398601398601399,0.8076923076923077,0.8076923076923077
0.8776223776223776,0.7342657342657343,0.9615384615384616,0.8846153846153846,0.9230769230769231,0.75,0.5332167832167831,0.8846153846153846,0.8846153846153846
0.9772727272727273,0.8251748251748253,1.0,0.9230769230769231,0.9615384615384616,0.8636363636363636,0.8251748251748253,0.9230769230769231,0.9230769230769231
0.8234265734265734,0.5891608391608392,1.0,0.7692307692307692,0.8846153846153846,0.6923076923076923,0.7045454545454546,0.8391608391608392,0.8234265734265734
0.8618881118881119,0.8164335664335665,0.9003496503496504,0.8461538461538461,0.9230769230769231,0.8863636363636364,0.5856643356643357,0.8461538461538461,0.8461538461538461
