ADALINE,HEBB,SVM,ELM,MLP,KGAUSSA,KGAUSSH,KMLPA,KMLPH
0.6774193548387096,0.7419354838709677,0.6774193548387096,0.6774193548387096,0.7419354838709677,0.7419354838709677,0.7419354838709677,0.7419354838709677,0.7419354838709677
0.5806451612903226,0.7419354838709677,0.7419354838709677,0.7096774193548387,0.7419354838709677,0.7419354838709677,0.7419354838709677,0.7419354838709677,0.7419354838709677
0.6129032258064516,0.7419354838709677,0.7741935483870968,0.7741935483870968,0.8064516129032258,0.7419354838709677,0.7419354838709677,0.7419354838709677,0.7419354838709677
0.8064516129032258,0.7419354838709677,0.7419354838709677,0.8064516129032258,0.7419354838709677,0.7419354838709677,0.7419354838709677,0.7419354838709677,0.7419354838709677
0.41935483870967744,0.7419354838709677,0.8064516129032258,0.8387096774193549,0.7419354838709677,0.7419354838709677,0.7419354838709677,0.3870967741935484,0.4838709677419355
0.7741935483870968,0.7096774193548387,0.7096774193548387,0.8064516129032258,0.7096774193548387,0.2903225806451613,0.7096774193548387,0.7096774193548387,0.7096774193548387
0.7,0.7333333333333333,0.7666666666666667,0.7666666666666667,0.6666666666666666,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.7333333333333333
0.7666666666666667,0.7333333333333333,0.8,0.8,0.7666666666666667,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.43333333333333335
0.26666666666666666,0.7333333333333333,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.7333333333333333
0.7333333333333333,0.7333333333333333,0.7,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.6666666666666666,0.6666666666666666
