ADALINE,HEBB,SVM,ELM,MLP,KGAUSSA,KGAUSSH,KMLPA,KMLPH
0.7241379310344828,0.7241379310344828,0.6896551724137931,0.7241379310344828,0.7241379310344828,0.7241379310344828,0.7241379310344828,0.6551724137931034,0.6379310344827587
0.5172413793103449,0.7241379310344828,0.7241379310344828,0.7241379310344828,0.6896551724137931,0.7241379310344828,0.7241379310344828,0.7586206896551724,0.6724137931034483
0.7241379310344828,0.7241379310344828,0.6896551724137931,0.6896551724137931,0.7068965517241379,0.7241379310344828,0.7241379310344828,0.6724137931034483,0.6724137931034483
0.7068965517241379,0.7241379310344828,0.7068965517241379,0.7068965517241379,0.7413793103448276,0.7241379310344828,0.7241379310344828,0.6551724137931034,0.6206896551724138
0.7241379310344828,0.7068965517241379,0.7068965517241379,0.7241379310344828,0.7068965517241379,0.29310344827586204,0.7068965517241379,0.7068965517241379,0.7413793103448276
0.6896551724137931,0.7068965517241379,0.7241379310344828,0.6896551724137931,0.7241379310344828,0.7068965517241379,0.7068965517241379,0.5344827586206896,0.5172413793103449
0.3620689655172414,0.7068965517241379,0.7068965517241379,0.6724137931034483,0.6896551724137931,0.29310344827586204,0.7068965517241379,0.7068965517241379,0.5172413793103449
0.7068965517241379,0.7068965517241379,0.7068965517241379,0.6896551724137931,0.6896551724137931,0.7068965517241379,0.7068965517241379,0.7068965517241379,0.6206896551724138
0.5,0.7068965517241379,0.7068965517241379,0.7068965517241379,0.7068965517241379,0.7068965517241379,0.7068965517241379,0.7068965517241379,0.7068965517241379
0.7368421052631579,0.7192982456140351,0.7192982456140351,0.7543859649122807,0.7894736842105263,0.7192982456140351,0.7192982456140351,0.7543859649122807,0.7719298245614035
