ADALINE,HEBB,SVM,ELM,MLP,KGAUSSA,KGAUSSH,KMLPA,KMLPH
0.9344155844155844,0.9344155844155844,0.9487012987012986,0.9344155844155844,0.9487012987012986,0.8636363636363636,0.9571428571428571,0.9487012987012986,0.9487012987012986
0.8746753246753247,0.8603896103896105,0.9032467532467532,0.9175324675324675,0.8746753246753247,0.8662337662337662,0.8603896103896105,0.8746753246753247,0.8889610389610391
0.863095238095238,0.986111111111111,0.9146825396825397,0.9246031746031745,0.9384920634920634,0.5,0.986111111111111,0.9384920634920634,0.9384920634920634
0.9384920634920634,0.9007936507936508,0.9623015873015873,0.9523809523809523,0.9623015873015873,0.9206349206349206,0.8869047619047619,0.9761904761904762,0.9285714285714286
0.9623015873015873,0.9484126984126984,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9484126984126984,0.9484126984126984,0.9761904761904762,0.9761904761904762
0.9722222222222222,0.9583333333333333,0.9623015873015873,0.9761904761904762,0.9623015873015873,0.9166666666666667,0.9444444444444444,0.9583333333333333,0.9623015873015873
0.8869047619047619,0.9107142857142856,0.9285714285714286,0.9523809523809523,0.9285714285714286,0.9146825396825397,0.8968253968253967,0.9523809523809523,0.9523809523809523
0.9345238095238094,0.9623015873015873,0.9761904761904762,0.9623015873015873,0.9623015873015873,0.9623015873015873,0.9484126984126984,0.9761904761904762,0.9761904761904762
0.9246031746031745,0.9206349206349206,0.9484126984126984,0.9484126984126984,0.9722222222222222,0.9206349206349206,0.8928571428571428,0.9484126984126984,0.9484126984126984
0.9761904761904762,0.9714285714285714,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9619047619047619,0.9714285714285714,0.9761904761904762,0.9761904761904762
